시간,시가,고가,저가,종가,거래량,거래대금
"06/17,13:51","41,150","41,200","41,100","41,200","5,132","211,130,000"
"06/17,13:50","41,150","41,250","41,100","41,200","3,446","141,756,250"
"06/17,13:49","41,250","41,250","41,150","41,150","1,919","79,054,300"
"06/17,13:48","41,200","41,250","41,200","41,250",805,"33,192,600"
"06/17,13:47","41,250","41,300","41,200","41,200","1,347","55,565,150"
"06/17,13:46","41,250","41,300","41,200","41,300","2,083","85,904,300"
"06/17,13:45","41,150","41,300","41,150","41,250","1,547","63,786,650"
"06/17,13:44","41,250","41,300","41,150","41,200","1,229","50,649,750"
"06/17,13:43","41,250","41,300","41,200","41,250",723,"29,801,550"
"06/17,13:42","41,200","41,300","41,150","41,200","1,492","61,505,100"
"06/17,13:41","41,250","41,250","41,100","41,200","4,984","205,263,950"
"06/17,13:40","41,300","41,350","41,250","41,300","1,801","74,376,350"
"06/17,13:39","41,300","41,400","41,250","41,400","1,418","58,522,550"
"06/17,13:38","41,250","41,300","41,250","41,300","1,806","74,528,000"
"06/17,13:37","41,400","41,400","41,250","41,250","1,477","61,034,100"
"06/17,13:36","41,450","41,500","41,400","41,400","1,511","62,618,900"
"06/17,13:35","41,350","41,500","41,300","41,450","1,254","51,939,150"
"06/17,13:34","41,250","41,350","41,200","41,300","1,559","64,299,050"
"06/17,13:33","41,300","41,300","41,150","41,200","5,454","224,783,100"
"06/17,13:32","41,300","41,300","41,250","41,300","2,630","108,522,700"
"06/17,13:31","41,350","41,350","41,250","41,300","1,580","65,278,000"
"06/17,13:30","41,550","41,550","41,350","41,400","1,016","42,114,300"
"06/17,13:29","41,550","41,650","41,450","41,550","1,454","60,403,950"
"06/17,13:28","41,300","41,550","41,300","41,500","2,055","85,045,500"
"06/17,13:27","41,250","41,550","41,250","41,350","3,102","128,390,300"
"06/17,13:26","41,350","41,400","41,200","41,200","4,101","169,280,850"
"06/17,13:25","41,600","41,600","41,350","41,400","2,164","89,738,300"
"06/17,13:24","41,500","41,650","41,500","41,650",947,"39,326,650"
"06/17,13:23","41,800","41,800","41,500","41,500","3,501","145,864,250"
"06/17,13:22","41,650","41,800","41,650","41,750","4,124","172,075,750"
"06/17,13:21","41,650","41,750","41,600","41,700","4,988","207,973,550"
"06/17,13:20","41,600","41,650","41,550","41,650","2,113","87,951,400"
"06/17,13:19","41,500","41,750","41,500","41,600","5,872","244,398,000"
"06/17,13:18","41,450","41,550","41,400","41,550","2,045","84,834,400"
"06/17,13:17","41,450","41,450","41,350","41,450","1,875","77,623,350"
"06/17,13:16","41,150","41,500","41,150","41,450","3,621","149,382,700"
"06/17,13:15","41,250","41,250","41,100","41,150","8,822","363,216,550"
"06/17,13:14","41,400","41,450","41,200","41,200","9,460","390,721,300"
"06/17,13:13","41,500","41,500","41,450","41,450","2,459","101,939,550"
"06/17,13:12","41,450","41,550","41,450","41,500","3,215","133,333,550"
"06/17,13:11","41,550","41,550","41,300","41,450","6,937","287,141,600"
"06/17,13:10","41,400","41,650","41,350","41,550","6,394","264,883,050"
"06/17,13:09","41,800","41,850","41,350","41,400","17,493","727,154,850"
"06/17,13:08","41,800","41,850","41,750","41,800","5,474","228,625,350"
"06/17,13:07","41,900","41,900","41,750","41,800","1,765","73,796,950"
"06/17,13:06","41,950","42,000","41,800","41,900","2,457","102,916,350"
"06/17,13:05","41,900","42,050","41,900","42,000","1,829","76,817,300"
"06/17,13:04","41,900","41,950","41,850","41,900","1,235","51,725,650"
"06/17,13:03","41,800","41,900","41,800","41,900","1,869","78,138,500"
"06/17,13:02","41,900","41,950","41,800","41,850","1,912","80,026,450"
"06/17,13:01","42,000","42,000","41,850","41,900","1,974","82,722,250"
"06/17,13:00","42,000","42,050","41,900","42,000","1,307","54,848,100"
"06/17,12:59","42,000","42,050","41,950","42,000",829,"34,792,150"
"06/17,12:58","41,800","42,000","41,800","42,000",969,"40,614,250"
"06/17,12:57","41,800","41,950","41,750","41,800","2,695","112,633,800"
"06/17,12:56","41,850","41,950","41,750","41,800","4,053","169,378,850"
"06/17,12:55","41,950","41,950","41,850","41,850","2,697","112,949,050"
"06/17,12:54","42,000","42,250","41,950","41,950","3,630","152,889,000"
"06/17,12:53","41,850","42,050","41,800","42,050","2,524","105,767,250"
"06/17,12:52","41,850","41,900","41,800","41,850","2,125","88,884,150"
"06/17,12:51","41,850","42,000","41,850","41,850","2,102","88,056,550"
"06/17,12:50","41,750","41,900","41,750","41,850","4,448","186,065,100"
"06/17,12:49","42,050","42,100","41,700","41,750","6,842","286,219,350"
"06/17,12:48","42,050","42,150","41,850","42,050","4,425","185,658,250"
"06/17,12:47","41,850","42,100","41,750","42,100","6,210","260,280,300"
"06/17,12:46","42,100","42,100","41,700","41,800","21,339","894,077,550"
"06/17,12:45","42,200","42,350","42,100","42,100","4,315","182,139,850"
"06/17,12:44","42,400","42,400","42,100","42,250","10,865","458,683,300"
"06/17,12:43","42,300","42,450","42,300","42,350","3,348","141,836,050"
"06/17,12:42","42,700","42,700","42,300","42,350","7,812","331,904,000"
"06/17,12:41","42,550","42,700","42,450","42,650","5,932","252,484,900"
"06/17,12:40","42,650","42,650","42,450","42,550","5,370","228,380,750"
"06/17,12:39","42,650","42,700","42,300","42,650","12,760","541,881,350"
"06/17,12:38","42,800","42,850","42,600","42,650","7,594","324,166,000"
"06/17,12:37","42,900","42,900","42,700","42,850","3,912","167,366,950"
"06/17,12:36","43,050","43,300","42,650","42,800","11,034","474,414,400"
"06/17,12:35","43,050","43,050","42,650","43,050","13,266","568,895,500"
"06/17,12:34","43,350","43,550","43,000","43,050","11,701","505,721,700"
"06/17,12:33","43,950","44,000","43,300","43,350","20,904","912,403,550"
"06/17,12:32","43,450","43,950","43,250","43,950","33,407","1,462,562,950"
"06/17,12:31","43,150","43,750","43,050","43,450","26,579","1,156,028,000"
"06/17,12:30","43,000","43,350","42,950","43,100","11,991","517,582,350"
"06/17,12:29","42,700","43,050","42,700","43,000","6,277","269,112,600"
"06/17,12:28","42,500","42,700","42,500","42,700","2,409","102,667,850"
"06/17,12:27","42,450","42,550","42,400","42,550","1,943","82,519,500"
"06/17,12:26","42,400","42,500","42,350","42,450",917,"38,882,750"
"06/17,12:25","42,250","42,450","42,200","42,400","1,663","70,282,550"
"06/17,12:24","42,300","42,350","42,200","42,250","3,419","144,435,400"
"06/17,12:23","42,600","42,600","42,250","42,350","5,297","224,528,250"
"06/17,12:22","42,900","42,950","42,500","42,600","3,906","166,756,800"
"06/17,12:21","42,550","43,000","42,500","42,900","4,483","192,053,900"
"06/17,12:20","42,850","42,950","42,500","42,650","5,550","237,139,050"
"06/17,12:19","42,600","43,200","42,550","42,850","14,504","621,178,400"
"06/17,12:18","42,000","42,600","42,000","42,600","5,713","241,634,600"
"06/17,12:17","42,250","42,250","41,950","42,000","7,064","297,007,900"
"06/17,12:16","42,350","42,350","42,100","42,150","7,023","296,337,400"
"06/17,12:15","42,400","42,450","42,200","42,300","3,851","162,912,900"
"06/17,12:14","42,400","42,550","42,250","42,450","4,960","209,977,100"
"06/17,12:13","42,450","42,600","42,400","42,400","4,465","189,552,350"
"06/17,12:12","42,550","42,650","42,250","42,500","9,594","406,877,200"
"06/17,12:11","42,850","42,850","42,500","42,550","9,447","402,630,600"
"06/17,12:10","42,800","43,050","42,750","42,800","5,314","227,686,100"
"06/17,12:09","43,050","43,200","42,500","42,800","14,456","619,682,200"
"06/17,12:08","43,250","43,300","42,850","43,050","13,257","571,084,000"
"06/17,12:07","43,150","43,700","43,000","43,300","21,964","953,787,400"
"06/17,12:06","43,000","43,650","42,950","43,050","13,965","604,847,650"
"06/17,12:05","42,800","43,750","42,800","42,950","31,625","1,370,380,150"
"06/17,12:04","43,100","43,300","42,550","42,800","25,222","1,085,296,450"
"06/17,12:03","43,100","43,750","42,850","42,950","35,988","1,556,536,700"
"06/17,12:02","42,400","44,150","42,350","43,050","62,794","2,721,529,050"
"06/17,12:01","42,200","42,450","42,150","42,400","4,225","178,872,500"
"06/17,12:00","42,250","42,250","41,950","42,150","4,038","169,894,950"
"06/17,11:59","42,350","42,350","41,800","42,200","8,049","338,683,000"
"06/17,11:58","42,700","42,800","42,300","42,300","9,581","407,849,750"
"06/17,11:57","42,550","42,750","42,400","42,750","10,019","426,817,600"
"06/17,11:56","42,250","42,800","42,200","42,550","16,324","695,614,700"
"06/17,11:55","42,150","42,500","42,100","42,250","13,798","583,770,800"
"06/17,11:54","41,600","42,200","41,600","42,100","8,321","348,943,900"
"06/17,11:53","41,550","41,600","41,500","41,600","1,594","66,219,100"
"06/17,11:52","41,300","41,500","41,250","41,450","2,361","97,614,400"
"06/17,11:51","41,150","41,300","41,150","41,300","1,484","61,204,450"
"06/17,11:50","41,150","41,200","41,100","41,200","2,694","110,856,000"
"06/17,11:49","41,250","41,300","41,150","41,150","3,900","160,645,500"
"06/17,11:48","41,300","41,400","41,250","41,250","1,741","71,874,700"
"06/17,11:47","41,350","41,350","41,300","41,350",316,"13,058,000"
"06/17,11:46","41,200","41,350","41,200","41,350","1,495","61,636,000"
"06/17,11:45","41,350","41,350","41,200","41,250","2,289","94,405,400"
"06/17,11:44","41,450","41,500","41,300","41,350","2,203","91,169,450"
"06/17,11:43","41,450","41,500","41,400","41,450","1,584","65,692,000"
"06/17,11:42","41,500","41,550","41,350","41,400","1,313","54,372,550"
"06/17,11:41","41,450","41,550","41,450","41,500","1,432","59,447,100"
"06/17,11:40","41,550","41,550","41,400","41,450","1,916","79,437,150"
"06/17,11:39","41,400","41,550","41,350","41,400",659,"27,309,800"
"06/17,11:38","41,200","41,400","41,200","41,400","2,612","107,704,250"
"06/17,11:37","41,350","41,350","41,250","41,250","1,885","77,838,800"
"06/17,11:36","41,550","41,600","41,350","41,350","2,033","84,325,450"
"06/17,11:35","41,500","41,600","41,450","41,550","2,597","107,773,150"
"06/17,11:34","41,500","41,600","41,450","41,500","2,916","121,081,600"
"06/17,11:33","41,450","41,600","41,300","41,500","3,056","126,813,900"
"06/17,11:32","41,300","41,500","41,300","41,450","1,858","76,868,950"
"06/17,11:31","41,100","41,350","41,100","41,300","2,721","112,075,150"
"06/17,11:30","41,000","41,150","41,000","41,100","1,740","71,409,850"
"06/17,11:29","41,100","41,150","40,900","41,000","4,134","169,547,600"
"06/17,11:28","41,100","41,150","40,900","41,100","11,294","463,556,750"
"06/17,11:27","41,150","41,200","41,100","41,100","2,651","109,066,950"
"06/17,11:26","41,150","41,250","41,100","41,150","2,385","98,116,000"
"06/17,11:25","41,500","41,500","41,100","41,100","2,980","122,912,600"
"06/17,11:24","41,400","41,500","41,350","41,500","3,033","125,680,100"
"06/17,11:23","41,100","41,400","41,100","41,350","1,980","81,749,000"
"06/17,11:22","41,100","41,150","41,050","41,100","2,414","99,217,400"
"06/17,11:21","41,250","41,300","41,100","41,100","5,664","233,066,650"
"06/17,11:20","41,400","41,400","41,250","41,250","1,845","76,245,750"
"06/17,11:19","41,300","41,400","41,250","41,400","1,671","69,073,800"
"06/17,11:18","41,250","41,350","41,150","41,300","1,280","52,749,900"
"06/17,11:17","41,300","41,550","41,150","41,250","3,837","158,820,600"
"06/17,11:16","41,100","41,350","41,050","41,250","5,394","221,731,150"
"06/17,11:15","41,300","41,350","41,100","41,100","6,182","254,375,000"
"06/17,11:14","41,200","41,350","41,150","41,300","2,621","108,168,300"
"06/17,11:13","41,500","41,500","41,050","41,200","11,050","455,222,750"
"06/17,11:12","41,400","41,500","41,350","41,500","1,735","71,871,400"
"06/17,11:11","41,300","41,550","41,200","41,400","7,508","310,136,350"
"06/17,11:10","41,500","41,500","41,200","41,350","9,227","380,938,950"
"06/17,11:09","41,750","41,750","41,200","41,500","17,118","709,691,450"
"06/17,11:08","41,700","41,850","41,650","41,750","6,084","253,741,950"
"06/17,11:07","42,050","42,100","41,700","41,700","6,484","271,499,300"
"06/17,11:06","42,150","42,150","42,050","42,050","1,329","55,934,900"
"06/17,11:05","42,150","42,200","42,050","42,150","3,365","141,827,950"
"06/17,11:04","41,850","42,200","41,800","42,150","5,048","211,863,450"
"06/17,11:03","42,200","42,200","41,900","41,900","4,220","177,338,900"
"06/17,11:02","42,250","42,300","42,150","42,150","1,463","61,764,800"
"06/17,11:01","42,000","42,300","42,000","42,250","1,677","70,652,300"
"06/17,11:00","42,200","42,200","41,900","42,000","8,349","350,719,150"
"06/17,10:59","42,200","42,300","42,150","42,150","4,172","175,951,500"
"06/17,10:58","42,300","42,350","42,200","42,200","3,743","158,185,450"
"06/17,10:57","42,400","42,400","42,300","42,300","2,367","100,267,850"
"06/17,10:56","42,350","42,350","42,300","42,350","1,195","50,567,750"
"06/17,10:55","42,550","42,550","42,250","42,350","1,458","61,764,550"
"06/17,10:54","42,250","42,750","42,250","42,600","4,875","207,467,550"
"06/17,10:53","42,350","42,400","42,200","42,300","3,242","137,050,600"
"06/17,10:52","42,400","42,450","42,300","42,350","3,757","159,126,950"
"06/17,10:51","42,100","42,400","42,000","42,300","5,440","228,958,850"
"06/17,10:50","42,550","42,600","42,050","42,050","8,401","355,241,950"
"06/17,10:49","42,500","42,650","42,400","42,600","2,488","105,814,050"
"06/17,10:48","42,350","42,600","42,300","42,500","3,035","128,597,700"
"06/17,10:47","42,500","42,500","42,200","42,300","7,393","312,772,750"
"06/17,10:46","42,700","42,700","42,450","42,450","4,443","189,050,200"
"06/17,10:45","42,900","42,900","42,650","42,650","3,343","143,085,450"
"06/17,10:44","42,750","43,050","42,700","42,900","7,918","340,008,550"
"06/17,10:43","42,500","42,750","42,500","42,750","2,579","109,890,900"
"06/17,10:42","42,800","42,950","42,500","42,550","8,968","382,988,500"
"06/17,10:41","42,900","42,950","42,650","42,850","8,082","346,210,750"
"06/17,10:40","42,800","43,000","42,750","42,850","5,596","239,878,950"
"06/17,10:39","43,000","43,100","42,450","42,800","12,931","553,866,700"
"06/17,10:38","42,650","43,250","42,600","42,950","21,901","942,529,950"
"06/17,10:37","42,300","42,700","42,150","42,650","7,016","297,717,150"
"06/17,10:36","42,800","42,950","42,250","42,300","12,854","548,064,100"
"06/17,10:35","42,950","43,000","42,650","42,800","13,370","572,528,550"
"06/17,10:34","42,500","43,050","42,100","42,950","15,061","642,668,650"
"06/17,10:33","42,300","42,800","42,300","42,500","16,076","684,671,400"
"06/17,10:32","42,400","43,200","42,200","42,450","30,082","1,282,418,200"
"06/17,10:31","41,750","42,650","41,750","42,400","18,626","787,963,150"
"06/17,10:30","41,450","41,850","41,400","41,750","5,134","213,873,900"
"06/17,10:29","41,900","41,900","41,450","41,450","10,182","424,693,400"
"06/17,10:28","41,950","42,000","41,850","41,900","3,664","153,571,350"
"06/17,10:27","42,250","42,300","41,800","41,900","7,846","329,810,700"
"06/17,10:26","41,700","42,400","41,650","42,250","17,532","738,355,700"
"06/17,10:25","41,800","41,850","41,650","41,750","3,940","164,454,350"
"06/17,10:24","41,500","41,950","41,350","41,850","8,123","337,884,500"
"06/17,10:23","41,850","41,900","41,500","41,500","10,743","448,256,250"
"06/17,10:22","41,950","42,100","41,750","41,850","10,940","458,931,200"
"06/17,10:21","41,800","42,300","41,800","41,900","22,750","957,136,550"
"06/17,10:20","41,700","41,900","41,500","41,800","13,451","560,510,750"
"06/17,10:19","41,300","41,700","41,200","41,700","8,783","364,161,500"
"06/17,10:18","41,300","41,300","41,050","41,300","6,512","268,078,350"
"06/17,10:17","41,450","41,600","41,250","41,300","15,565","645,872,200"
"06/17,10:16","40,700","41,650","40,650","41,450","36,054","1,487,522,200"
"06/17,10:15","40,800","40,850","40,700","40,700","9,637","392,832,550"
"06/17,10:14","40,850","40,950","40,700","40,800","14,915","609,735,900"
"06/17,10:13","40,650","40,850","40,500","40,850","29,932","1,215,565,450"
"06/17,10:12","41,100","41,100","40,600","40,650","34,447","1,408,376,950"
"06/17,10:11","41,250","41,250","41,050","41,050","6,541","268,973,700"
"06/17,10:10","41,250","41,250","41,100","41,200","8,732","359,545,200"
"06/17,10:09","41,200","41,400","41,150","41,200","15,924","656,918,850"
"06/17,10:08","41,200","41,200","40,800","41,200","38,176","1,565,359,700"
"06/17,10:07","41,550","41,550","41,150","41,200","19,742","815,957,750"
"06/17,10:06","41,450","41,600","41,250","41,500","24,770","1,025,959,200"
"06/17,10:05","42,000","42,100","41,150","41,500","36,393","1,512,344,300"
"06/17,10:04","41,950","42,200","41,700","42,000","42,686","1,790,440,050"
"06/17,10:01","42,350","42,400","41,950","41,950","34,591","1,456,972,800"
"06/17,10:00","42,600","42,600","42,300","42,350","5,757","244,236,600"
"06/17,09:59","42,400","42,550","42,400","42,500","9,369","397,771,550"
"06/17,09:58","42,350","42,500","42,300","42,400","4,545","192,592,150"
"06/17,09:57","42,300","42,700","42,300","42,350","9,929","421,540,700"
"06/17,09:56","42,550","42,600","42,200","42,300","22,423","948,820,100"
"06/17,09:55","42,800","42,800","42,500","42,600","10,652","454,226,850"
"06/17,09:54","43,150","43,150","42,700","42,800","5,814","249,511,550"
"06/17,09:53","43,250","43,300","43,100","43,100","5,360","231,616,650"
"06/17,09:52","42,750","43,250","42,700","43,150","6,279","269,907,250"
"06/17,09:51","42,600","42,750","42,550","42,700","6,746","287,510,300"
"06/17,09:50","42,900","42,950","42,500","42,550","6,324","269,795,500"
"06/17,09:49","42,850","43,100","42,800","42,950","6,587","283,104,450"
"06/17,09:48","42,650","42,850","42,650","42,800","3,116","133,082,300"
"06/17,09:47","42,450","42,750","42,400","42,700","5,030","214,220,350"
"06/17,09:46","42,750","42,800","42,200","42,400","16,504","700,714,100"
"06/17,09:45","43,050","43,050","42,750","42,750","5,694","244,148,800"
"06/17,09:44","43,000","43,100","43,000","43,050","2,768","119,146,600"
"06/17,09:43","43,150","43,200","42,950","43,050","3,408","146,730,050"
"06/17,09:42","42,950","43,200","42,800","43,150","15,856","681,594,350"
"06/17,09:41","42,900","43,350","42,800","42,950","6,333","272,790,400"
"06/17,09:40","42,850","42,850","42,500","42,850","11,753","501,194,400"
"06/17,09:39","43,200","43,650","42,850","42,850","8,653","372,956,800"
"06/17,09:38","43,300","43,300","43,050","43,200","6,624","285,815,300"
"06/17,09:37","43,100","43,450","42,950","43,250","9,824","423,419,200"
"06/17,09:36","43,950","44,000","43,100","43,100","9,990","435,628,950"
"06/17,09:35","43,850","44,300","43,800","43,900","19,784","871,947,250"
"06/17,09:34","43,500","44,000","43,500","43,850","11,000","482,079,000"
"06/17,09:33","43,200","43,550","43,100","43,550","7,591","328,216,600"
"06/17,09:32","44,100","44,250","43,000","43,100","23,293","1,017,096,550"
"06/17,09:31","43,350","44,150","43,300","44,100","18,845","823,619,850"
"06/17,09:30","43,000","43,500","43,000","43,350","7,983","345,699,400"
"06/17,09:29","43,250","43,450","42,850","43,000","14,320","618,148,000"
"06/17,09:28","42,800","43,400","42,800","43,250","17,432","752,510,750"
"06/17,09:27","42,800","42,850","42,650","42,800","8,123","347,159,550"
"06/17,09:26","42,400","42,850","42,400","42,850","12,821","546,147,100"
"06/17,09:25","42,700","42,750","42,300","42,450","14,717","625,070,400"
"06/17,09:24","43,000","43,050","42,150","42,700","37,492","1,589,328,300"
"06/17,09:23","43,350","43,450","43,000","43,000","12,649","547,617,850"
"06/17,09:22","42,900","43,550","42,900","43,450","26,389","1,140,135,100"
"06/17,09:21","43,400","43,450","42,600","42,900","50,133","2,160,094,350"
"06/17,09:20","43,600","43,900","43,400","43,450","24,350","1,061,888,400"
"06/17,09:19","43,950","44,100","43,550","43,600","28,616","1,255,096,100"
"06/17,09:18","44,550","44,600","43,650","43,950","54,223","2,385,476,200"
"06/17,09:17","44,550","45,000","44,450","44,600","27,870","1,245,593,950"
"06/17,09:16","45,400","45,500","44,400","44,600","60,306","2,700,900,700"
"06/17,09:15","45,750","45,800","45,400","45,400","11,944","543,970,300"
"06/17,09:14","45,450","46,250","45,450","45,700","14,130","648,433,450"
"06/17,09:13","45,700","45,900","45,350","45,500","16,560","753,868,100"
"06/17,09:12","46,050","46,100","45,500","45,700","10,638","486,303,450"
"06/17,09:11","46,000","46,300","46,000","46,050","10,528","485,305,150"
"06/17,09:10","45,300","46,200","45,300","46,000","18,062","828,825,650"
"06/17,09:09","46,300","46,350","45,250","45,350","31,284","1,428,940,350"
"06/17,09:08","46,500","46,800","45,950","46,300","15,436","713,000,900"
"06/17,09:07","46,600","47,400","46,300","46,400","32,278","1,513,671,550"
"06/17,09:06","46,050","46,700","45,900","46,600","24,728","1,145,853,500"
"06/17,09:05","45,700","46,100","45,250","46,000","43,864","1,999,409,100"
"06/17,09:04","46,150","46,250","45,500","45,700","42,472","1,944,335,250"
"06/17,09:03","48,600","49,000","45,600","46,150","70,538","3,339,164,850"
"06/17,09:02","46,750","49,300","46,700","48,600","111,825","5,434,782,800"
"06/17,09:01","46,900","47,000","45,650","46,750","71,325","3,311,847,050"
"06/17,09:00","46,600","47,900","46,050","46,900","138,836","6,500,349,100"
"06/14,15:30","49,500","49,500","49,500","49,500","102,795","5,088,352,500"
"06/14,15:19","48,700","49,500","48,700","49,350","68,628","3,371,815,250"
"06/14,15:18","49,250","49,800","48,500","48,700","78,166","3,851,449,800"
"06/14,15:17","48,700","49,550","48,500","49,300","73,467","3,613,108,850"
"06/14,15:16","48,350","48,750","47,450","48,750","71,554","3,448,212,650"
"06/14,15:15","47,650","48,650","47,600","48,400","68,561","3,302,052,250"
"06/14,15:14","48,800","49,100","47,050","47,650","140,040","6,723,657,450"
"06/14,15:13","50,200","50,600","48,500","48,800","113,672","5,631,296,600"
"06/14,15:12","50,400","50,500","49,750","50,200","59,864","2,999,092,550"
"06/14,15:11","49,900","50,400","49,400","50,400","114,334","5,711,624,600"
"06/14,15:10","52,600","52,800","49,250","49,950","126,364","6,443,006,850"
"06/14,15:09","51,900","53,300","51,900","52,600","61,856","3,260,821,000"
"06/14,15:08","51,700","52,800","51,600","52,000","99,917","5,232,438,800"
"06/14,15:07","53,500","53,600","51,200","51,700","140,993","7,345,108,100"
"06/14,15:06","57,000","57,100","53,200","53,500","147,927","8,124,003,800"
"06/14,15:05","57,600","57,900","57,000","57,000","20,833","1,195,526,600"
"06/14,15:04","58,000","58,100","57,300","57,600","16,099","927,370,600"
"06/14,15:03","57,500","58,100","57,300","58,100","22,412","1,296,527,200"
"06/14,15:02","58,300","58,300","57,400","57,500","21,908","1,267,617,500"
"06/14,15:01","57,800","58,600","57,600","58,300","29,437","1,711,841,500"
"06/14,15:00","57,100","57,900","57,000","57,700","30,963","1,781,634,200"
"06/14,14:59","57,300","57,800","56,700","57,100","49,483","2,830,097,100"
"06/14,14:58","58,800","58,900","57,300","57,300","31,809","1,847,626,300"
"06/14,14:57","59,200","59,300","58,500","58,700","28,715","1,692,185,600"
"06/14,14:56","59,000","59,500","58,600","59,200","28,604","1,688,256,600"
"06/14,14:55","58,300","59,000","58,300","58,900","22,560","1,322,916,400"
"06/14,14:54","58,500","58,800","58,300","58,300","18,721","1,095,734,700"
"06/14,14:53","58,200","58,500","58,000","58,500","12,214","711,784,000"
"06/14,14:52","58,700","58,800","57,800","58,100","30,960","1,806,003,200"
"06/14,14:51","58,000","58,800","57,900","58,800","29,436","1,718,952,600"
"06/14,14:50","57,300","58,300","57,200","58,000","32,680","1,891,937,400"
"06/14,14:49","58,100","58,500","56,700","57,300","75,053","4,313,046,300"
"06/14,14:48","58,200","58,500","57,500","58,100","55,120","3,196,195,000"
"06/14,14:47","59,600","59,700","57,900","58,100","75,715","4,444,334,700"
"06/14,14:46","59,700","59,700","59,200","59,600","21,673","1,289,961,200"
"06/14,14:45","60,000","60,000","59,300","59,700","21,502","1,281,716,900"
"06/14,14:44","59,300","60,100","59,300","59,900","31,754","1,900,623,300"
"06/14,14:43","59,900","59,900","59,200","59,300","55,829","3,321,670,900"
"06/14,14:42","60,900","61,000","59,500","59,900","71,226","4,286,122,400"
"06/14,14:41","60,900","61,300","60,700","60,900","37,606","2,293,986,200"
"06/14,14:40","61,900","62,100","60,200","60,800","90,375","5,533,477,600"
"06/14,14:39","61,900","64,100","61,400","61,900","166,603","10,424,374,200"
"06/14,14:38","61,000","62,100","60,800","61,900","81,928","5,053,599,700"
"06/14,14:37","60,500","61,500","60,400","60,800","68,058","4,155,060,700"
"06/14,14:36","60,800","61,300","60,200","60,500","54,363","3,304,575,000"
"06/14,14:35","61,600","61,700","59,900","60,900","88,914","5,416,262,900"
"06/14,14:34","60,300","61,900","60,000","61,600","149,964","9,173,956,900"
"06/14,14:33","58,900","60,600","58,500","60,200","89,657","5,334,366,300"
"06/14,14:32","58,600","59,400","58,200","58,900","51,322","3,020,299,200"
